Mod Key,Group,Generation Type,Required Level,Stats,Spawn Weights
DamageTakenGainedAsLifeEldritchImplicit1,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (8 to 9),body_armour:700
DamageTakenGainedAsLifeEldritchImplicit2,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (10 to 11),body_armour:700
DamageTakenGainedAsLifeEldritchImplicit3,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (12 to 13),body_armour:700
DamageTakenGainedAsLifeEldritchImplicit4,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (14 to 15),body_armour:700
DamageTakenGainedAsLifeEldritchImplicit5,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (16 to 17),body_armour:700
DamageTakenGainedAsLifeEldritchImplicit6,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (18 to 19),body_armour:700
DamageTakenGainedAsLifeEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (14 to 15) | local_influence_mod_requires_unique_monster_presence (1 to 1),
DamageTakenGainedAsLifeEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (16 to 17) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:350
DamageTakenGainedAsLifeEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (18 to 19) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:350
DamageTakenGainedAsLifeEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (20 to 21) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:350
DamageTakenGainedAsLifeEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (22 to 23) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:350
DamageTakenGainedAsLifeEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (24 to 25) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:350
DamageTakenGainedAsLifeEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (20 to 21) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
DamageTakenGainedAsLifeEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (22 to 23) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
DamageTakenGainedAsLifeEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (24 to 25) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:140
DamageTakenGainedAsLifeEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (26 to 27) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:140
DamageTakenGainedAsLifeEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (28 to 29) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:140
DamageTakenGainedAsLifeEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,damage_taken_goes_to_life_over_4_seconds_% (30 to 31) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:140
FlaskGainPerSecondEldritchImplicit1,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (1 to 1),body_armour:500
FlaskGainPerSecondEldritchImplicit2,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (1 to 1),body_armour:500
FlaskGainPerSecondEldritchImplicit3,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (1 to 1),body_armour:500
FlaskGainPerSecondEldritchImplicit4,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (1 to 1),body_armour:500
FlaskGainPerSecondEldritchImplicit5,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (2 to 2),body_armour:500
FlaskGainPerSecondEldritchImplicit6,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (2 to 2),body_armour:500
FlaskGainPerSecondEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),
FlaskGainPerSecondEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
FlaskGainPerSecondEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
FlaskGainPerSecondEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
FlaskGainPerSecondEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
FlaskGainPerSecondEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
FlaskGainPerSecondEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
FlaskGainPerSecondEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
FlaskGainPerSecondEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
FlaskGainPerSecondEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
FlaskGainPerSecondEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
FlaskGainPerSecondEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,flask_charges_recovered_per_3_seconds (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
MaximumResistancesEldritchImplicit1,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (1 to 1),"body_armour:400, amulet:400"
MaximumResistancesEldritchImplicit2,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (1 to 1),"body_armour:400, amulet:400"
MaximumResistancesEldritchImplicit3,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (1 to 1),"body_armour:400, amulet:400"
MaximumResistancesEldritchImplicit4,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (1 to 1),"body_armour:400, amulet:400"
MaximumResistancesEldritchImplicit5,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (2 to 2),"body_armour:400, amulet:400"
MaximumResistancesEldritchImplicit6,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (2 to 2),"body_armour:400, amulet:400"
MaximumResistancesEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),
MaximumResistancesEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),"body_armour:200, amulet:200"
MaximumResistancesEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),"body_armour:200, amulet:200"
MaximumResistancesEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),"body_armour:200, amulet:200"
MaximumResistancesEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),"body_armour:200, amulet:200"
MaximumResistancesEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),"body_armour:200, amulet:200"
MaximumResistancesEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
MaximumResistancesEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
MaximumResistancesEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),"body_armour:80, amulet:80"
MaximumResistancesEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),"body_armour:80, amulet:80"
MaximumResistancesEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),"body_armour:80, amulet:80"
MaximumResistancesEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,additional_maximum_all_resistances_% (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),"body_armour:80, amulet:80"
MaximumFireResistanceEldritchEldritchImplicit1,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (1 to 1),body_armour:600
MaximumFireResistanceEldritchEldritchImplicit2,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (1 to 1),body_armour:600
MaximumFireResistanceEldritchEldritchImplicit3,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (2 to 2),body_armour:600
MaximumFireResistanceEldritchEldritchImplicit4,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (2 to 2),body_armour:600
MaximumFireResistanceEldritchEldritchImplicit5,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (3 to 3),body_armour:600
MaximumFireResistanceEldritchEldritchImplicit6,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (3 to 3),body_armour:600
MaximumFireResistanceEldritchEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),
MaximumFireResistanceEldritchEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumFireResistanceEldritchEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumFireResistanceEldritchEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumFireResistanceEldritchEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (4 to 4) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumFireResistanceEldritchEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (4 to 4) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumFireResistanceEldritchEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
MaximumFireResistanceEldritchEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
MaximumFireResistanceEldritchEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumFireResistanceEldritchEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumFireResistanceEldritchEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (5 to 5) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumFireResistanceEldritchEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,base_maximum_fire_damage_resistance_% (5 to 5) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumColdResistanceEldritchEldritchImplicit1,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (1 to 1),body_armour:600
MaximumColdResistanceEldritchEldritchImplicit2,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (1 to 1),body_armour:600
MaximumColdResistanceEldritchEldritchImplicit3,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (2 to 2),body_armour:600
MaximumColdResistanceEldritchEldritchImplicit4,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (2 to 2),body_armour:600
MaximumColdResistanceEldritchEldritchImplicit5,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (3 to 3),body_armour:600
MaximumColdResistanceEldritchEldritchImplicit6,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (3 to 3),body_armour:600
MaximumColdResistanceEldritchEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),
MaximumColdResistanceEldritchEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumColdResistanceEldritchEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumColdResistanceEldritchEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumColdResistanceEldritchEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (4 to 4) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumColdResistanceEldritchEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (4 to 4) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumColdResistanceEldritchEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
MaximumColdResistanceEldritchEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
MaximumColdResistanceEldritchEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumColdResistanceEldritchEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumColdResistanceEldritchEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (5 to 5) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumColdResistanceEldritchEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,base_maximum_cold_damage_resistance_% (5 to 5) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumLightningResistanceEldritchEldritchImplicit1,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (1 to 1),body_armour:600
MaximumLightningResistanceEldritchEldritchImplicit2,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (1 to 1),body_armour:600
MaximumLightningResistanceEldritchEldritchImplicit3,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (2 to 2),body_armour:600
MaximumLightningResistanceEldritchEldritchImplicit4,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (2 to 2),body_armour:600
MaximumLightningResistanceEldritchEldritchImplicit5,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (3 to 3),body_armour:600
MaximumLightningResistanceEldritchEldritchImplicit6,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (3 to 3),body_armour:600
MaximumLightningResistanceEldritchEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),
MaximumLightningResistanceEldritchEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumLightningResistanceEldritchEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumLightningResistanceEldritchEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumLightningResistanceEldritchEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (4 to 4) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumLightningResistanceEldritchEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (4 to 4) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:300
MaximumLightningResistanceEldritchEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
MaximumLightningResistanceEldritchEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
MaximumLightningResistanceEldritchEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumLightningResistanceEldritchEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumLightningResistanceEldritchEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (5 to 5) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumLightningResistanceEldritchEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,base_maximum_lightning_damage_resistance_% (5 to 5) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:120
MaximumChaosResistanceImplicitEldritchImplicit1,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (1 to 1),body_armour:500
MaximumChaosResistanceImplicitEldritchImplicit2,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (1 to 1),body_armour:500
MaximumChaosResistanceImplicitEldritchImplicit3,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (2 to 2),body_armour:500
MaximumChaosResistanceImplicitEldritchImplicit4,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (2 to 2),body_armour:500
MaximumChaosResistanceImplicitEldritchImplicit5,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (3 to 3),body_armour:500
MaximumChaosResistanceImplicitEldritchImplicit6,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (3 to 3),body_armour:500
MaximumChaosResistanceImplicitEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),
MaximumChaosResistanceImplicitEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (2 to 2) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
MaximumChaosResistanceImplicitEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
MaximumChaosResistanceImplicitEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (3 to 3) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
MaximumChaosResistanceImplicitEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (4 to 4) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
MaximumChaosResistanceImplicitEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (4 to 4) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
MaximumChaosResistanceImplicitEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
MaximumChaosResistanceImplicitEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (3 to 3) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
MaximumChaosResistanceImplicitEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
MaximumChaosResistanceImplicitEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (4 to 4) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
MaximumChaosResistanceImplicitEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (5 to 5) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
MaximumChaosResistanceImplicitEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,base_maximum_chaos_damage_resistance_% (5 to 5) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
EnduranceChargePerSecondEldritchImplicit1,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (15000 to 15000),body_armour:500
EnduranceChargePerSecondEldritchImplicit2,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (14000 to 14000),body_armour:500
EnduranceChargePerSecondEldritchImplicit3,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (13000 to 13000),body_armour:500
EnduranceChargePerSecondEldritchImplicit4,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (12000 to 12000),body_armour:500
EnduranceChargePerSecondEldritchImplicit5,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (11000 to 11000),body_armour:500
EnduranceChargePerSecondEldritchImplicit6,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (10000 to 10000),body_armour:500
EnduranceChargePerSecondEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (11000 to 11000) | local_influence_mod_requires_unique_monster_presence (1 to 1),
EnduranceChargePerSecondEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (10000 to 10000) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
EnduranceChargePerSecondEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (9000 to 9000) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
EnduranceChargePerSecondEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (8000 to 8000) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
EnduranceChargePerSecondEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (7000 to 7000) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
EnduranceChargePerSecondEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (6000 to 6000) | local_influence_mod_requires_unique_monster_presence (1 to 1),body_armour:250
EnduranceChargePerSecondEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (7000 to 7000) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
EnduranceChargePerSecondEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (6000 to 6000) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
EnduranceChargePerSecondEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (5000 to 5000) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
EnduranceChargePerSecondEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (4000 to 4000) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
EnduranceChargePerSecondEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (3000 to 3000) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
EnduranceChargePerSecondEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,body_armour_implicit_gain_endurance_charge_every_x_ms (2000 to 2000) | local_influence_mod_requires_celestial_boss_presence (1 to 1),body_armour:100
FrenzyChargePerSecondEldritchImplicit1,,searing_exarch_implicit,75,body_armour_implicit_gain_frenzy_charge_every_x_ms (15000 to 15000),body_armour:500
FrenzyChargePerSecondEldritchImplicit2,,searing_exarch_implicit,75,body_armour_implicit_gain_frenzy_charge_every_x_ms (14000 to 14000),body_armour:500
FrenzyChargePerSecondEldritchImplicit3,,searing_exarch_implicit,75,body_armour_implicit_gain_frenzy_charge_every_x_ms (13000 to 13000),body_armour:500
FrenzyChargePerSecondEldritchImplicit4,,searing_exarch_implicit,75,body_armour_implicit_gain_frenzy_charge_every_x_ms (12000 to 12000),body_armour:500
FrenzyChargePerSecondEldritchImplicit5,,searing_exarch_implicit,75,body_armour_implicit_gain_frenzy_charge_every_x_ms (11000 to 11000),body_armour:500
FrenzyChargePerSecondEldritchImplicit6,,searing_exarch_implicit,75,body_armour_implicit_gain_frenzy_charge_every_x_ms (10000 to 10000),body_armour:500
FrenzyChargePerSecondEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,body_armour_implicit_gain_frenzy_charge_every_x_ms (11000 to 11000) | local_influence_mod_requires_unique_monster_presence (1 to 1),
